ProductNumber,BrandName,BrandTitle,URL,AverageRating,Review
Product 9,Tecno,Tecno SPARK 4 - 3GB - 32GB - 66 Inch Dot Notch Display,https://www.daraz.pk/products/tecno-spark-4-3gb32gb-652-dot-notch-screen-i123910401-s1281392417.html?search=1,4.7,Hi I live in New Zealand and this mobile is acyually a gift for my brother in Karachi Well so far this mobile is awesome with power packed technology in such a low price They are loving it I think if Tecno continue to launch such devices they will have a good Pakistani marketa share in future JazakAllah
Product 9,Tecno,Tecno SPARK 4 - 3GB - 32GB - 66 Inch Dot Notch Display,https://www.daraz.pk/products/tecno-spark-4-3gb32gb-652-dot-notch-screen-i123910401-s1281392417.html?search=1,4.7,good seller good delivery boy
Product 9,Tecno,Tecno SPARK 4 - 3GB - 32GB - 66 Inch Dot Notch Display,https://www.daraz.pk/products/tecno-spark-4-3gb32gb-652-dot-notch-screen-i123910401-s1281392417.html?search=1,4.7,its an amazing deviice recommended at allthanks tecno for this superb and stylish hand setnd thanks daraz too
Product 9,Tecno,Tecno SPARK 4 - 3GB - 32GB - 66 Inch Dot Notch Display,https://www.daraz.pk/products/tecno-spark-4-3gb32gb-652-dot-notch-screen-i123910401-s1281392417.html?search=1,4.7,Sharam ani chahye yellostone and daraz too
Product 10,Nokia,Nokia - 105 - 2019 - 17 Inch Display - 2000 Contact - 500 Sms,https://www.daraz.pk/products/nokia-105-2019-17-inch-display-2000-contact-500-sms-i116606109-s1268754753.html?search=1,5,acha set achy keypad wala warranty wala set aya he
Product 11,Vivo,Vivo S1 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/vivo-s1-4gb-ram-128gb-rom-4500-mah-battery-63-display-i121682701-s1277568811.html?search=1,4.6,"I ordered it on 24-Oct-19 and delivered in next day on 25-Oct-19 Fastest delivery in faisalabad and genuine product received with good quality free gift blue tooth speaker 9"" size minimum market price 2000  i m very happy  Everything are present in the box except Warranty CardOverall is Good ViVO S1 Mobile Is Outclass in this price rangeGood work daraz team bundle of thanks"
Product 11,Vivo,Vivo S1 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/vivo-s1-4gb-ram-128gb-rom-4500-mah-battery-63-display-i121682701-s1277568811.html?search=1,4.6,Hi KhurramThank you for your positive feedback Please note that all VIVO products come with online warranty which means warranty will start the day you start using your phone For reference Warranty slip is placed inside the user manual also
Product 11,Vivo,Vivo S1 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/vivo-s1-4gb-ram-128gb-rom-4500-mah-battery-63-display-i121682701-s1277568811.html?search=1,4.6,I ordered it on 08-Oct-19 and delivered in two days on 10-Oct-19 Fastest delivery in Karachi and genuine product received Good work vivo and daraz  Jo log bol rhy hain kay warranty card missing hai to wo box main mojood booklet ko read krain us main aap ko mil jayga and aap warranty ko online activate kr sakty hain mobile main vivo ki application moujood hai  Screenshot bhe attach kr rha hon
Product 11,Vivo,Vivo S1 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/vivo-s1-4gb-ram-128gb-rom-4500-mah-battery-63-display-i121682701-s1277568811.html?search=1,4.6,I've received the package in just 3 days Great Experience Also got the Gift I'm Fully satisfiedBundle of Thanks
Product 11,Vivo,Vivo S1 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/vivo-s1-4gb-ram-128gb-rom-4500-mah-battery-63-display-i121682701-s1277568811.html?search=1,4.6,Yesterday we'll recieved! The product is well packed in manner way and it's looking awesome the display resolution is superbEverything are present in the box except Warranty CardOverall is GoodJust awaiting Vivo Thursday gift as agreed please send as earliest as possible and also send warranty card as wellThanks to Daraz
Product 11,Vivo,Vivo S1 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/vivo-s1-4gb-ram-128gb-rom-4500-mah-battery-63-display-i121682701-s1277568811.html?search=1,4.6,I booked Vivo S1 Pre Order I got it on 20 September It is really great mobile phone with every thing OK But only one thing It has no night mood for low photography I hope Vivo will add night moood in next camera update
Product 12,Realme,Realme 5 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/realme-5-65-fhd-display-3gb-ram-64gb-rom-fingerprint-sensor-i124828877-s1282698857.html?search=1,4.7,Don't buy this mobile in this price  Because Market price is 23000  and Daraz price is 25000 don't buy 4gb/64 realme5  price is 24200 Again says don't buy in this price & phone is GooD & Nice looking  & No screen protector like Gorilla Glass  Only back cover available & charger Real Me Heaven Make fool the innocent people and Eran banifit   2000Rs per device & Give back my 2000Rs into my daraz account  & If u not gave me 2thousand i Return this phone because u cheet us & i Already complain against you  Due to high price from market pricei
Product 12,Realme,Realme 5 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/realme-5-65-fhd-display-3gb-ram-64gb-rom-fingerprint-sensor-i124828877-s1282698857.html?search=1,4.7,"I have received the my Realme 5 well in timeBut I m curious about few this which are missing1 Hands free Headphone 2 Warrenty card3 InvoiceMy ""signatures are fake"" which are attached as a proof"
Product 12,Realme,Realme 5 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/realme-5-65-fhd-display-3gb-ram-64gb-rom-fingerprint-sensor-i124828877-s1282698857.html?search=1,4.7,Amazing Features Amazing Packing and AMAZING camera
Product 12,Realme,Realme 5 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/realme-5-65-fhd-display-3gb-ram-64gb-rom-fingerprint-sensor-i124828877-s1282698857.html?search=1,4.7,Thankyou ! RealMe and Daraz for sending me the exact phone in an excellent and sealed conditionThe cellphone is working smoothly and properly All the Cameras are beyond the Wow!!! I really like the cameras they are taking detailed  clear and accurate picture with exact colors Here are some pictures i have taken from this realme 5Keep up the good work I m a big fan of real me now and ll be a real me customer in future
Product 12,Realme,Realme 5 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/realme-5-65-fhd-display-3gb-ram-64gb-rom-fingerprint-sensor-i124828877-s1282698857.html?search=1,4.7,Outstanding functions with great display battery is awesome good speed and no heatup problem i m veary happy and eassy with realme than others Excellent
Product 13,Gfive,G'Five Rock 18 Inch Dual Sim 1 Year Warranty,https://www.daraz.pk/products/gfive-rock-18-inch-dual-sim-1-year-warranty-i128552486-s1287731046.html?search=1,0,
Product 14,Redmi,Redmi Note 8 48MP Quad Camera All-Star 48MP AI quad camera Qualcomm® Snapdragon™ 665 4000mAh high-capacity battery 4GB+128GB,https://www.daraz.pk/products/redmi-note-8-48mp-quad-camera-all-star-48mp-ai-quad-camera-qualcomm-snapdragon-665-4000mah-high-capacity-battery-4gb128gb-i127574118-s1286472250.html?search=1,4.6,Amazing product fast delivery my recommendation buy your products from this seller
Product 14,Redmi,Redmi Note 8 48MP Quad Camera All-Star 48MP AI quad camera Qualcomm® Snapdragon™ 665 4000mAh high-capacity battery 4GB+128GB,https://www.daraz.pk/products/redmi-note-8-48mp-quad-camera-all-star-48mp-ai-quad-camera-qualcomm-snapdragon-665-4000mah-high-capacity-battery-4gb128gb-i127574118-s1286472250.html?search=1,4.6,product was excellent camera outclass and looking best
Product 14,Redmi,Redmi Note 8 48MP Quad Camera All-Star 48MP AI quad camera Qualcomm® Snapdragon™ 665 4000mAh high-capacity battery 4GB+128GB,https://www.daraz.pk/products/redmi-note-8-48mp-quad-camera-all-star-48mp-ai-quad-camera-qualcomm-snapdragon-665-4000mah-high-capacity-battery-4gb128gb-i127574118-s1286472250.html?search=1,4.6,Mobile ky sath jo redmi ki trf se airdot mil rhy wo mjhy nhi mily wo seller ne apny pass rhk liy is waja se just one 🌟😡😡😡😡😡
Product 14,Redmi,Redmi Note 8 48MP Quad Camera All-Star 48MP AI quad camera Qualcomm® Snapdragon™ 665 4000mAh high-capacity battery 4GB+128GB,https://www.daraz.pk/products/redmi-note-8-48mp-quad-camera-all-star-48mp-ai-quad-camera-qualcomm-snapdragon-665-4000mah-high-capacity-battery-4gb128gb-i127574118-s1286472250.html?search=1,4.6,Good Phone with fast delivery Excellent camera result But there are some missing aspects as well ie1- Charging adapter doesn't support fast charging2- Handsfree are missing in the box3- They can also include a screen protector in the box like their competitors do Other than that its a good phone to have in this budget range
Product 14,Redmi,Redmi Note 8 48MP Quad Camera All-Star 48MP AI quad camera Qualcomm® Snapdragon™ 665 4000mAh high-capacity battery 4GB+128GB,https://www.daraz.pk/products/redmi-note-8-48mp-quad-camera-all-star-48mp-ai-quad-camera-qualcomm-snapdragon-665-4000mah-high-capacity-battery-4gb128gb-i127574118-s1286472250.html?search=1,4.6,I got my phone on 2nd day of order Properly packed and box is in good shape Phone is phantastic and meet my expectations
Product 15,Wearthers orignal,Oppo Reno 2 F )  8 GB RAM 128 GB internal storage ) Sky White,https://www.daraz.pk/products/oppo-reno-2-f-8-gb-ram-128-gb-internal-storage-sky-white-i128743755-s1288069441.html?search=1,0,
Product 16,Nokia,Nokia 150 - Dual Sim - Camera - Card Slot - Black - PTA Approved,https://www.daraz.pk/products/150-dual-sim-camera-card-slot-black-pta-approved-i17462172-s232027502.html?search=1,5,good product received on time
Product 16,Nokia,Nokia 150 - Dual Sim - Camera - Card Slot - Black - PTA Approved,https://www.daraz.pk/products/150-dual-sim-camera-card-slot-black-pta-approved-i17462172-s232027502.html?search=1,5,thanks for your appreciation
Product 16,Nokia,Nokia 150 - Dual Sim - Camera - Card Slot - Black - PTA Approved,https://www.daraz.pk/products/150-dual-sim-camera-card-slot-black-pta-approved-i17462172-s232027502.html?search=1,5,genuine product
Product 16,Nokia,Nokia 150 - Dual Sim - Camera - Card Slot - Black - PTA Approved,https://www.daraz.pk/products/150-dual-sim-camera-card-slot-black-pta-approved-i17462172-s232027502.html?search=1,5,Dear customer Thank you for your valuable feedback
Product 16,Nokia,Nokia 150 - Dual Sim - Camera - Card Slot - Black - PTA Approved,https://www.daraz.pk/products/150-dual-sim-camera-card-slot-black-pta-approved-i17462172-s232027502.html?search=1,5,Setisfied 👍
Product 16,Nokia,Nokia 150 - Dual Sim - Camera - Card Slot - Black - PTA Approved,https://www.daraz.pk/products/150-dual-sim-camera-card-slot-black-pta-approved-i17462172-s232027502.html?search=1,5,Dear customer Thank you
Product 17,Shop-Tech,Real Me 5 - 65 FHD Display - 4GB RAM - 64GB ROM,https://www.daraz.pk/products/real-me-5-65-fhd-display-4gb-ram-64gb-rom-i128810267-s1289682276.html?search=1,5,no words to say about realme 5 it amazing and it looks awesome
Product 17,Shop-Tech,Real Me 5 - 65 FHD Display - 4GB RAM - 64GB ROM,https://www.daraz.pk/products/real-me-5-65-fhd-display-4gb-ram-64gb-rom-i128810267-s1289682276.html?search=1,5,JazakAllah
Product 18,Redmi,Redmi Note 8 Pro Pioneer of 64MP Quad Camera 4500mAh long lasting battery 6GB//64GB & 6GB 128GB,https://www.daraz.pk/products/redmi-note-8-pro-pioneer-of-64mp-quad-camera-4500mah-long-lasting-battery-6gb64gb-6gb-128gb-i127588183-s1286544057.html?search=1,4.4,good service and nice product satisfied with redmi note 8 pro
Product 18,Redmi,Redmi Note 8 Pro Pioneer of 64MP Quad Camera 4500mAh long lasting battery 6GB//64GB & 6GB 128GB,https://www.daraz.pk/products/redmi-note-8-pro-pioneer-of-64mp-quad-camera-4500mah-long-lasting-battery-6gb64gb-6gb-128gb-i127588183-s1286544057.html?search=1,4.4,moving from iOS isn't easy but this phone certainly has given me some hope
Product 18,Redmi,Redmi Note 8 Pro Pioneer of 64MP Quad Camera 4500mAh long lasting battery 6GB//64GB & 6GB 128GB,https://www.daraz.pk/products/redmi-note-8-pro-pioneer-of-64mp-quad-camera-4500mah-long-lasting-battery-6gb64gb-6gb-128gb-i127588183-s1286544057.html?search=1,4.4,amazing mobile note 8 prolab u Xiaomi
Product 18,Redmi,Redmi Note 8 Pro Pioneer of 64MP Quad Camera 4500mAh long lasting battery 6GB//64GB & 6GB 128GB,https://www.daraz.pk/products/redmi-note-8-pro-pioneer-of-64mp-quad-camera-4500mah-long-lasting-battery-6gb64gb-6gb-128gb-i127588183-s1286544057.html?search=1,4.4,Giving one star due to the service of Daraz and its non sense sellers They don't have enough time to reply their customers Bounded my whole amount for 8-9 days If you don't have product anymore then why are you collecting money from peopleNot recommended Product is good No issue But seller is not recommended They didn't reply of my msgs Complaints and calls to daraz but they said (Maazrat k sath) every time same reply No proper compliance Try to learn from Ali Express
Product 18,Redmi,Redmi Note 8 Pro Pioneer of 64MP Quad Camera 4500mAh long lasting battery 6GB//64GB & 6GB 128GB,https://www.daraz.pk/products/redmi-note-8-pro-pioneer-of-64mp-quad-camera-4500mah-long-lasting-battery-6gb64gb-6gb-128gb-i127588183-s1286544057.html?search=1,4.4,It was an amazing experience Came quicker than even Mi own store It was reasonably packed Highly recommended seller
Product 19,,,https://www.daraz.pk/products/infinix-hot-8-lite-66-hd-waterdrop-display-2gb-ram-32gb-rom-face-unlock-i129054191-s1288589546.html?search=1,,
Product 20,Infinix,Infinix Smart2 Mobile Phone - 55’’ HD Display - 3GB RAM - 32GB ROM - Face Unlock,https://www.daraz.pk/products/infinix-smart2-mobile-phone-55-hd-display-3gb-ram-32gb-rom-face-unlock-i1556625-s9387388.html?search=1,4.1,battery timing not goodone the very 1st charge got heated up and also display showing line although I claim the warranty and they sent me a new phone not registered by PTA
Product 20,Infinix,Infinix Smart2 Mobile Phone - 55’’ HD Display - 3GB RAM - 32GB ROM - Face Unlock,https://www.daraz.pk/products/infinix-smart2-mobile-phone-55-hd-display-3gb-ram-32gb-rom-face-unlock-i1556625-s9387388.html?search=1,4.1,Good response timely and safely delivered Thanks
Product 20,Infinix,Infinix Smart2 Mobile Phone - 55’’ HD Display - 3GB RAM - 32GB ROM - Face Unlock,https://www.daraz.pk/products/infinix-smart2-mobile-phone-55-hd-display-3gb-ram-32gb-rom-face-unlock-i1556625-s9387388.html?search=1,4.1,
Product 20,Infinix,Infinix Smart2 Mobile Phone - 55’’ HD Display - 3GB RAM - 32GB ROM - Face Unlock,https://www.daraz.pk/products/infinix-smart2-mobile-phone-55-hd-display-3gb-ram-32gb-rom-face-unlock-i1556625-s9387388.html?search=1,4.1,
Product 20,Infinix,Infinix Smart2 Mobile Phone - 55’’ HD Display - 3GB RAM - 32GB ROM - Face Unlock,https://www.daraz.pk/products/infinix-smart2-mobile-phone-55-hd-display-3gb-ram-32gb-rom-face-unlock-i1556625-s9387388.html?search=1,4.1,
Product 21,Xiaomi Redmi,Redmi Note 7 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/redmi-note-7-63-fhd-display-4gb-ram-64gb-rom-fingerprint-sensor-i124802816-s1282664604.html?search=1,4.7,Asalamu AlaikumALHUMDULILLAH BHOT ACHA CELL PHONE GOOD QUALITY GOOD LOCK 48MP CAMERA FRONT 13 SPEED EXCELLENT BATTERY TIME BEST PORE DIN ME WHATSAPP FACEBOOK CAMERA CALLING MORNING 9 FULL CHARGE K BAD NIGHT 9 TAK 45% PHIR BHI REH JATI HY EXCELLENT DARK NIGHT ME FLESH JESE MORNING WO PIC LAST WALI HY 👏👏👍
Product 21,Xiaomi Redmi,Redmi Note 7 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/redmi-note-7-63-fhd-display-4gb-ram-64gb-rom-fingerprint-sensor-i124802816-s1282664604.html?search=1,4.7,Availed the discount on my purchase This is one of the most current and updated Xiaomi phones and I believe it is one of the best value for money phones  The blue color is awesome!! It is working amazing after 2 weeks of use and I am fully satisfied with it Pictures attached
Product 21,Xiaomi Redmi,Redmi Note 7 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/redmi-note-7-63-fhd-display-4gb-ram-64gb-rom-fingerprint-sensor-i124802816-s1282664604.html?search=1,4.7,Got original product  Phone is great  mujhy 14 October 2019 ko product received huwa ma ny 07 Oct ko Order kia 8 Days lagy  mujhy order actual date sy 2 din baad milla yeh galt huwa  a6i baat yeh ky 18 months warranty hai  aur galat yeh ha ky jis din phone mujhy milla market me rate bhi 27000 tha  However Thanks Y mobile
Product 21,Xiaomi Redmi,Redmi Note 7 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/redmi-note-7-63-fhd-display-4gb-ram-64gb-rom-fingerprint-sensor-i124802816-s1282664604.html?search=1,4.7,Original Device With above 18 month warranty as promised Shipped Quickly and Arrived in one day in faisalabadGreat ExperienceRecommended
Product 21,Xiaomi Redmi,Redmi Note 7 - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/redmi-note-7-63-fhd-display-4gb-ram-64gb-rom-fingerprint-sensor-i124802816-s1282664604.html?search=1,4.7,product is 100% original and geniune with tech sirat warranty i ordered two phones but this time very disappointed with daraz delivery service they commit first to deliver the order within 1 or 2 working day after 2 days they told me that delivery time is 4 working days after 4 days they said sir aapki complain banegi so i said complain banaye ke abhi tak order kyon delivery nahi huwa tu they said sir complain bhi aaj nahi kal banegi matlab like koi mazaak hai pehley 2 din phir 4 din phir pora hafta almost nikal dia or complain bhi instantly note nahi kar rahay uske liye bhi kal tak wait karey matlab hudh hu gaye and they delivery my order after 6 days with no apology or not even any compensation offer Zero rating for daraz delivery service and customer support and 5 stars for product only
Product 22,Xiaomi Redmi,Redmi Note 8 - 4GB/64GB- 4000 mAh - 48MP Octa Core Camera,https://www.daraz.pk/products/redmi-note-8-4gb64gb-4000-mah-48mp-octa-core-camera-i127594117-s1286498140.html?search=1,5,Genuine Product I received my shipment within 3 days very quickly response to vendor to deliverd my order at my door step thanx to Mobile Specialist and DarazI recommend to all plz fallow the Mobile Specialist and also purchased him every mobile
Product 22,Xiaomi Redmi,Redmi Note 8 - 4GB/64GB- 4000 mAh - 48MP Octa Core Camera,https://www.daraz.pk/products/redmi-note-8-4gb64gb-4000-mah-48mp-octa-core-camera-i127594117-s1286498140.html?search=1,5,Very quick delivery Product was genuine and fine I am delighted to have ordered from this seller Recommended
Product 22,Xiaomi Redmi,Redmi Note 8 - 4GB/64GB- 4000 mAh - 48MP Octa Core Camera,https://www.daraz.pk/products/redmi-note-8-4gb64gb-4000-mah-48mp-octa-core-camera-i127594117-s1286498140.html?search=1,5,Nice mobile yesterday's i have received the phone working awsome and battery good and camera also good
Product 22,Xiaomi Redmi,Redmi Note 8 - 4GB/64GB- 4000 mAh - 48MP Octa Core Camera,https://www.daraz.pk/products/redmi-note-8-4gb64gb-4000-mah-48mp-octa-core-camera-i127594117-s1286498140.html?search=1,5,Product is genuine and sealed Thank you seller
Product 22,Xiaomi Redmi,Redmi Note 8 - 4GB/64GB- 4000 mAh - 48MP Octa Core Camera,https://www.daraz.pk/products/redmi-note-8-4gb64gb-4000-mah-48mp-octa-core-camera-i127594117-s1286498140.html?search=1,5,fast delivery and product as describe
Product 23,Samsung Official,Samsung A10S - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/samsung-a10s-2gb-ram-32gb-rom-62-hd-infinity-v-display-i122392590-s1278684062.html?search=1,4.8,original productsame as descriptionhighly recommendedcomplete box and M&P warrantybht acha h subdeleiverd in time take only 2 working dayssunday ko order keya Tuesday ko mil gya satisfied
Product 23,Samsung Official,Samsung A10S - PTA Approved - Brand Warranty [11 11 Exclusive],https://www.daraz.pk/products/samsung-a10s-2gb-ram-32gb-rom-62-hd-infinity-v-display-i122392590-s1278684062.html?search=1,4.8,Product received as described with high qualityi received the product in just 3 working days with safety packingsuperb👍
